
TTD - Therapeutic Targets Database Full Data Download File
Title - KEGG pathway data for TTD clinical trial targets only
Version 7.1.01 (2019.07.14)
Provided by IDRB   Lab of Innovative Drug Reasearch and Bioinformatics
                   College of Pharmaceutical Sciences
                   Zhejiang University
                   https://idrblab.org/
Provided by BIDD   BioInformatic and Drug Design Group
                   Department of Pharmacy
                   National Unviersity of Singapore
                   http://bidd.nus.edu.sg/
Any question about data provided here, please contact with:
Dr. Wang (lfwyx@zju.edu.cn) and Dr. Li (lifengcheng@zju.edu.cn)

--------------------------------------------------------------------------------------------------------

TTDID	KEGG pathway ID	KEGG pathway name
T02719	hsa05030	Cocaine addiction
T02728	hsa04020	Calcium signaling pathway
T02728	hsa04080	Neuroactive ligand-receptor interaction
T03556	hsa04550	Signaling pathways regulating pluripotency of stem cells
T03556	hsa04950	Maturity onset diabetes of the young
T03573	hsa04145	Phagosome
T03573	hsa04380	Osteoclast differentiation
T03573	hsa04662	B cell receptor signaling pathway
T03573	hsa04666	Fc gamma R-mediated phagocytosis
T03573	hsa05150	Staphylococcus aureus infection
T03573	hsa05152	Tuberculosis
T03573	hsa05162	Measles
T03634	hsa04024	cAMP signaling pathway
T03634	hsa04066	HIF-1 signaling pathway
T03634	hsa04068	FoxO signaling pathway
T03634	hsa04110	Cell cycle
T03634	hsa04310	Wnt signaling pathway
T03634	hsa04330	Notch signaling pathway
T03634	hsa04350	TGF-beta signaling pathway
T03634	hsa04520	Adherens junction
T03634	hsa04630	Jak-STAT signaling pathway
T03634	hsa04720	Long-term potentiation
T03634	hsa04916	Melanogenesis
T03634	hsa04919	Thyroid hormone signaling pathway
T03634	hsa04922	Glucagon signaling pathway
T03634	hsa05016	Huntington's disease
T03634	hsa05152	Tuberculosis
T03634	hsa05161	Hepatitis B
T03634	hsa05164	Influenza A
T03634	hsa05166	HTLV-I infection
T03634	hsa05168	Herpes simplex infection
T03634	hsa05169	Epstein-Barr virus infection
T03634	hsa05200	Pathways in cancer
T03634	hsa05203	Viral carcinogenesis
T03634	hsa05206	MicroRNAs in cancer
T03634	hsa05211	Renal cell carcinoma
T03634	hsa05215	Prostate cancer
T03644	hsa05010	Alzheimer's disease
T03644	hsa05012	Parkinson's disease
T03755	hsa05206	MicroRNAs in cancer
T04507	hsa04390	Hippo signaling pathway
T04507	hsa04724	Glutamatergic synapse
T04507	hsa05016	Huntington's disease
T04507	hsa05030	Cocaine addiction
T04773	hsa04060	Cytokine-cytokine receptor interaction
T04773	hsa04062	Chemokine signaling pathway
T04773	hsa04064	NF-kappa B signaling pathway
T04773	hsa04360	Axon guidance
T04773	hsa04670	Leukocyte transendothelial migration
T04773	hsa04672	Intestinal immune network for IgA production
T04773	hsa05200	Pathways in cancer
T04773	hsa05323	Rheumatoid arthritis
T04902	hsa04141	Protein processing in endoplasmic reticulum
T04902	hsa04210	Apoptosis
T04902	hsa05010	Alzheimer's disease
T05031	hsa00562	Inositol phosphate metabolism
T05031	hsa04012	ErbB signaling pathway
T05031	hsa04014	Ras signaling pathway
T05031	hsa04015	Rap1 signaling pathway
T05031	hsa04022	cGMP-PKG signaling pathway
T05031	hsa04024	cAMP signaling pathway
T05031	hsa04062	Chemokine signaling pathway
T05031	hsa04066	HIF-1 signaling pathway
T05031	hsa04068	FoxO signaling pathway
T05031	hsa04070	Phosphatidylinositol signaling system
T05031	hsa04071	Sphingolipid signaling pathway
T05031	hsa04150	mTOR signaling pathway
T05031	hsa04151	PI3K-Akt signaling pathway
T05031	hsa04152	AMPK signaling pathway
T05031	hsa04210	Apoptosis
T05031	hsa04261	Adrenergic signaling in cardiomyocytes
T05031	hsa04370	VEGF signaling pathway
T05031	hsa04380	Osteoclast differentiation
T05031	hsa04510	Focal adhesion
T05031	hsa04550	Signaling pathways regulating pluripotency of stem cells
T05031	hsa04611	Platelet activation
T05031	hsa04620	Toll-like receptor signaling pathway
T05031	hsa04630	Jak-STAT signaling pathway
T05031	hsa04650	Natural killer cell mediated cytotoxicity
T05031	hsa04660	T cell receptor signaling pathway
T05031	hsa04662	B cell receptor signaling pathway
T05031	hsa04664	Fc epsilon RI signaling pathway
T05031	hsa04666	Fc gamma R-mediated phagocytosis
T05031	hsa04668	TNF signaling pathway
T05031	hsa04670	Leukocyte transendothelial migration
T05031	hsa04722	Neurotrophin signaling pathway
T05031	hsa04725	Cholinergic synapse
T05031	hsa04750	Inflammatory mediator regulation of TRP channels
T05031	hsa04810	Regulation of actin cytoskeleton
T05031	hsa04910	Insulin signaling pathway
T05031	hsa04914	Progesterone-mediated oocyte maturation
T05031	hsa04915	Estrogen signaling pathway
T05031	hsa04917	Prolactin signaling pathway
T05031	hsa04919	Thyroid hormone signaling pathway
T05031	hsa04921	Oxytocin signaling pathway
T05031	hsa04923	Regulation of lipolysis in adipocytes
T05031	hsa04930	Type II diabetes mellitus
T05031	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
T05031	hsa04960	Aldosterone-regulated sodium reabsorption
T05031	hsa04973	Carbohydrate digestion and absorption
T05031	hsa05100	Bacterial invasion of epithelial cells
T05031	hsa05142	Chagas disease (American trypanosomiasis)
T05031	hsa05145	Toxoplasmosis
T05031	hsa05146	Amoebiasis
T05031	hsa05160	Hepatitis C
T05031	hsa05161	Hepatitis B
T05031	hsa05162	Measles
T05031	hsa05164	Influenza A
T05031	hsa05166	HTLV-I infection
T05031	hsa05169	Epstein-Barr virus infection
T05031	hsa05200	Pathways in cancer
T05031	hsa05203	Viral carcinogenesis
T05031	hsa05205	Proteoglycans in cancer
T05031	hsa05210	Colorectal cancer
T05031	hsa05211	Renal cell carcinoma
T05031	hsa05212	Pancreatic cancer
T05031	hsa05213	Endometrial cancer
T05031	hsa05214	Glioma
T05031	hsa05215	Prostate cancer
T05031	hsa05218	Melanoma
T05031	hsa05220	Chronic myeloid leukemia
T05031	hsa05221	Acute myeloid leukemia
T05031	hsa05222	Small cell lung cancer
T05031	hsa05223	Non-small cell lung cancer
T05031	hsa05230	Central carbon metabolism in cancer
T05031	hsa05231	Choline metabolism in cancer
T05090	hsa04919	Thyroid hormone signaling pathway
T05090	hsa05034	Alcoholism
T05090	hsa05203	Viral carcinogenesis
T05114	hsa04614	Renin-angiotensin system
T05409	hsa04614	Renin-angiotensin system
T05409	hsa04640	Hematopoietic cell lineage
T05409	hsa04974	Protein digestion and absorption
T05409	hsa05010	Alzheimer's disease
T05661	hsa00564	Glycerophospholipid metabolism
T06031	hsa04010	MAPK signaling pathway
T06031	hsa04120	Ubiquitin mediated proteolysis
T06031	hsa04622	RIG-I-like receptor signaling pathway
T06031	hsa04722	Neurotrophin signaling pathway
T06031	hsa04912	GnRH signaling pathway
T06031	hsa05161	Hepatitis B
T06031	hsa05166	HTLV-I infection
T06046	hsa00330	Arginine and proline metabolism
T06046	hsa01100	Metabolic pathways
T06046	hsa04020	Calcium signaling pathway
T06046	hsa04022	cGMP-PKG signaling pathway
T06046	hsa04066	HIF-1 signaling pathway
T06046	hsa04071	Sphingolipid signaling pathway
T06046	hsa04151	PI3K-Akt signaling pathway
T06046	hsa04370	VEGF signaling pathway
T06046	hsa04611	Platelet activation
T06046	hsa04915	Estrogen signaling pathway
T06046	hsa04921	Oxytocin signaling pathway
T06093	hsa04022	cGMP-PKG signaling pathway
T06093	hsa04024	cAMP signaling pathway
T06093	hsa04062	Chemokine signaling pathway
T06093	hsa04071	Sphingolipid signaling pathway
T06093	hsa04270	Vascular smooth muscle contraction
T06093	hsa04310	Wnt signaling pathway
T06093	hsa04360	Axon guidance
T06093	hsa04510	Focal adhesion
T06093	hsa04611	Platelet activation
T06093	hsa04670	Leukocyte transendothelial migration
T06093	hsa04810	Regulation of actin cytoskeleton
T06093	hsa04921	Oxytocin signaling pathway
T06093	hsa05130	Pathogenic Escherichia coli infection
T06093	hsa05131	Shigellosis
T06093	hsa05132	Salmonella infection
T06093	hsa05200	Pathways in cancer
T06093	hsa05205	Proteoglycans in cancer
T06182	hsa04024	cAMP signaling pathway
T06182	hsa04080	Neuroactive ligand-receptor interaction
T06542	hsa04060	Cytokine-cytokine receptor interaction
T06542	hsa04657	IL-17 signaling pathway
T06542	hsa04659	Th17 cell differentiation
T06542	hsa05321	Inflammatory bowel disease (IBD)
T06671	hsa04060	Cytokine-cytokine receptor interaction
T06671	hsa04621	NOD-like receptor signaling pathway
T06671	hsa04623	Cytosolic DNA-sensing pathway
T06671	hsa05132	Salmonella infection
T06671	hsa05134	Legionellosis
T06671	hsa05143	African trypanosomiasis
T06671	hsa05144	Malaria
T06671	hsa05152	Tuberculosis
T06671	hsa05164	Influenza A
T06671	hsa05321	Inflammatory bowel disease (IBD)
T06671	hsa05323	Rheumatoid arthritis
T06850	hsa04024	cAMP signaling pathway
T07045	hsa04911	Insulin secretion
T07279	hsa05221	Acute myeloid leukemia
T07303	hsa04014	Ras signaling pathway
T07303	hsa04015	Rap1 signaling pathway
T07303	hsa04060	Cytokine-cytokine receptor interaction
T07303	hsa04151	PI3K-Akt signaling pathway
T07303	hsa04510	Focal adhesion
T07394	hsa04320	Dorso-ventral axis formation
T07394	hsa04330	Notch signaling pathway
T07394	hsa04919	Thyroid hormone signaling pathway
T07394	hsa05020	Prion diseases
T07394	hsa05206	MicroRNAs in cancer
T07507	hsa04022	cGMP-PKG signaling pathway
T07507	hsa04260	Cardiac muscle contraction
T07507	hsa04261	Adrenergic signaling in cardiomyocytes
T07507	hsa04530	Tight junction
T07507	hsa05410	Hypertrophic cardiomyopathy (HCM)
T07507	hsa05414	Dilated cardiomyopathy
T07507	hsa05416	Viral myocarditis
T07533	hsa04975	Fat digestion and absorption
T07533	hsa04977	Vitamin digestion and absorption
T07958	hsa04060	Cytokine-cytokine receptor interaction
T07958	hsa04066	HIF-1 signaling pathway
T07958	hsa04151	PI3K-Akt signaling pathway
T07958	hsa04630	Jak-STAT signaling pathway
T07958	hsa04640	Hematopoietic cell lineage
T08133	hsa04970	Salivary secretion
T08133	hsa04978	Mineral absorption
T08156	hsa04060	Cytokine-cytokine receptor interaction
T08156	hsa04140	Regulation of autophagy
T08156	hsa04151	PI3K-Akt signaling pathway
T08156	hsa04620	Toll-like receptor signaling pathway
T08156	hsa04622	RIG-I-like receptor signaling pathway
T08156	hsa04623	Cytosolic DNA-sensing pathway
T08156	hsa04630	Jak-STAT signaling pathway
T08156	hsa04650	Natural killer cell mediated cytotoxicity
T08156	hsa05152	Tuberculosis
T08156	hsa05160	Hepatitis C
T08156	hsa05161	Hepatitis B
T08156	hsa05162	Measles
T08156	hsa05164	Influenza A
T08156	hsa05168	Herpes simplex infection
T08156	hsa05320	Autoimmune thyroid disease
T08231	hsa04612	Antigen processing and presentation
T08231	hsa05152	Tuberculosis
T08231	hsa05168	Herpes simplex infection
T08306	hsa04662	B cell receptor signaling pathway
T09092	hsa04060	Cytokine-cytokine receptor interaction
T09092	hsa04068	FoxO signaling pathway
T09092	hsa04630	Jak-STAT signaling pathway
T09092	hsa04660	T cell receptor signaling pathway
T09092	hsa04672	Intestinal immune network for IgA production
T09092	hsa05133	Pertussis
T09092	hsa05140	Leishmaniasis
T09092	hsa05142	Chagas disease (American trypanosomiasis)
T09092	hsa05143	African trypanosomiasis
T09092	hsa05144	Malaria
T09092	hsa05145	Toxoplasmosis
T09092	hsa05146	Amoebiasis
T09092	hsa05150	Staphylococcus aureus infection
T09092	hsa05152	Tuberculosis
T09092	hsa05169	Epstein-Barr virus infection
T09092	hsa05310	Asthma
T09092	hsa05320	Autoimmune thyroid disease
T09092	hsa05321	Inflammatory bowel disease (IBD)
T09092	hsa05322	Systemic lupus erythematosus
T09092	hsa05330	Allograft rejection
T09572	hsa04080	Neuroactive ligand-receptor interaction
T10092	hsa04080	Neuroactive ligand-receptor interaction
T10092	hsa04912	GnRH signaling pathway
T10092	hsa04913	Ovarian steroidogenesis
T10092	hsa04917	Prolactin signaling pathway
T10092	hsa04918	Thyroid hormone synthesis
T10092	hsa05320	Autoimmune thyroid disease
T10265	hsa00230	Purine metabolism
T10265	hsa04024	cAMP signaling pathway
T10265	hsa05032	Morphine addiction
T10482	hsa04610	Complement and coagulation cascades
T10670	hsa04080	Neuroactive ligand-receptor interaction
T10735	hsa00340	Histidine metabolism
T10735	hsa01100	Metabolic pathways
T10828	hsa04390	Hippo signaling pathway
T10965	hsa04514	Cell adhesion molecules (CAMs)
T10965	hsa05144	Malaria
T10965	hsa05150	Staphylococcus aureus infection
T10988	hsa04060	Cytokine-cytokine receptor interaction
T11005	hsa04060	Cytokine-cytokine receptor interaction
T11005	hsa04622	RIG-I-like receptor signaling pathway
T11005	hsa04630	Jak-STAT signaling pathway
T11011	hsa04080	Neuroactive ligand-receptor interaction
T11283	hsa03018	RNA degradation
T11283	hsa04940	Type I diabetes mellitus
T11283	hsa05134	Legionellosis
T11283	hsa05152	Tuberculosis
T11309	hsa04060	Cytokine-cytokine receptor interaction
T11309	hsa04062	Chemokine signaling pathway
T11309	hsa04621	NOD-like receptor signaling pathway
T11309	hsa04668	TNF signaling pathway
T11309	hsa05142	Chagas disease (American trypanosomiasis)
T11309	hsa05144	Malaria
T11309	hsa05164	Influenza A
T11309	hsa05168	Herpes simplex infection
T11309	hsa05323	Rheumatoid arthritis
T11388	hsa04142	Lysosome
T11388	hsa04380	Osteoclast differentiation
T11388	hsa04620	Toll-like receptor signaling pathway
T11388	hsa05323	Rheumatoid arthritis
T11451	hsa04620	Toll-like receptor signaling pathway
T11451	hsa05142	Chagas disease (American trypanosomiasis)
T11451	hsa05143	African trypanosomiasis
T11451	hsa05144	Malaria
T11451	hsa05152	Tuberculosis
T11451	hsa05162	Measles
T11451	hsa05168	Herpes simplex infection
T11487	hsa00071	Fatty acid degradation
T11487	hsa00072	Synthesis and degradation of ketone bodies
T11487	hsa00280	Valine, leucine and isoleucine degradation
T11487	hsa00310	Lysine degradation
T11487	hsa00380	Tryptophan metabolism
T11487	hsa00620	Pyruvate metabolism
T11487	hsa00630	Glyoxylate and dicarboxylate metabolism
T11487	hsa00640	Propanoate metabolism
T11487	hsa00650	Butanoate metabolism
T11487	hsa00900	Terpenoid backbone biosynthesis
T11487	hsa01100	Metabolic pathways
T11487	hsa01130	Biosynthesis of antibiotics
T11487	hsa01200	Carbon metabolism
T11487	hsa01212	Fatty acid metabolism
T11947	hsa04610	Complement and coagulation cascades
T12355	hsa04068	FoxO signaling pathway
T12355	hsa04110	Cell cycle
T12355	hsa04115	p53 signaling pathway
T12355	hsa04151	PI3K-Akt signaling pathway
T12355	hsa04152	AMPK signaling pathway
T12355	hsa04310	Wnt signaling pathway
T12355	hsa04390	Hippo signaling pathway
T12355	hsa04510	Focal adhesion
T12355	hsa04630	Jak-STAT signaling pathway
T12355	hsa04917	Prolactin signaling pathway
T12355	hsa04919	Thyroid hormone signaling pathway
T12355	hsa04921	Oxytocin signaling pathway
T12355	hsa05161	Hepatitis B
T12355	hsa05162	Measles
T12355	hsa05166	HTLV-I infection
T12355	hsa05200	Pathways in cancer
T12355	hsa05203	Viral carcinogenesis
T12355	hsa05205	Proteoglycans in cancer
T12355	hsa05206	MicroRNAs in cancer
T12355	hsa05210	Colorectal cancer
T12355	hsa05212	Pancreatic cancer
T12355	hsa05213	Endometrial cancer
T12355	hsa05214	Glioma
T12355	hsa05215	Prostate cancer
T12355	hsa05216	Thyroid cancer
T12355	hsa05218	Melanoma
T12355	hsa05219	Bladder cancer
T12355	hsa05220	Chronic myeloid leukemia
T12355	hsa05221	Acute myeloid leukemia
T12355	hsa05222	Small cell lung cancer
T12355	hsa05223	Non-small cell lung cancer
T12355	hsa05416	Viral myocarditis
T12646	hsa04141	Protein processing in endoplasmic reticulum
T12646	hsa05134	Legionellosis
T12909	hsa05410	Hypertrophic cardiomyopathy (HCM)
T12909	hsa05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
T12909	hsa05414	Dilated cardiomyopathy
T12909	hsa05416	Viral myocarditis
T13057	hsa04014	Ras signaling pathway
T13057	hsa04630	Jak-STAT signaling pathway
T13057	hsa04650	Natural killer cell mediated cytotoxicity
T13057	hsa04670	Leukocyte transendothelial migration
T13057	hsa04722	Neurotrophin signaling pathway
T13057	hsa04920	Adipocytokine signaling pathway
T13057	hsa05120	Epithelial cell signaling in Helicobacter pylori infection
T13057	hsa05168	Herpes simplex infection
T13057	hsa05205	Proteoglycans in cancer
T13057	hsa05211	Renal cell carcinoma
T13057	hsa05220	Chronic myeloid leukemia
T13127	hsa00900	Terpenoid backbone biosynthesis
T13127	hsa01130	Biosynthesis of antibiotics
T13348	hsa03410	Base excision repair
T14143	hsa04010	MAPK signaling pathway
T14143	hsa04060	Cytokine-cytokine receptor interaction
T14143	hsa04068	FoxO signaling pathway
T14143	hsa04110	Cell cycle
T14143	hsa04144	Endocytosis
T14143	hsa04350	TGF-beta signaling pathway
T14143	hsa04380	Osteoclast differentiation
T14143	hsa04390	Hippo signaling pathway
T14143	hsa05140	Leishmaniasis
T14143	hsa05142	Chagas disease (American trypanosomiasis)
T14143	hsa05144	Malaria
T14143	hsa05145	Toxoplasmosis
T14143	hsa05146	Amoebiasis
T14143	hsa05152	Tuberculosis
T14143	hsa05161	Hepatitis B
T14143	hsa05166	HTLV-I infection
T14143	hsa05200	Pathways in cancer
T14143	hsa05205	Proteoglycans in cancer
T14143	hsa05206	MicroRNAs in cancer
T14143	hsa05210	Colorectal cancer
T14143	hsa05211	Renal cell carcinoma
T14143	hsa05212	Pancreatic cancer
T14143	hsa05220	Chronic myeloid leukemia
T14143	hsa05321	Inflammatory bowel disease (IBD)
T14143	hsa05323	Rheumatoid arthritis
T14143	hsa05410	Hypertrophic cardiomyopathy (HCM)
T14143	hsa05414	Dilated cardiomyopathy
T14592	hsa04010	MAPK signaling pathway
T14592	hsa04060	Cytokine-cytokine receptor interaction
T14592	hsa04115	p53 signaling pathway
T14592	hsa04210	Apoptosis
T14592	hsa04650	Natural killer cell mediated cytotoxicity
T14592	hsa04668	TNF signaling pathway
T14592	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
T14592	hsa04940	Type I diabetes mellitus
T14592	hsa05010	Alzheimer's disease
T14592	hsa05142	Chagas disease (American trypanosomiasis)
T14592	hsa05143	African trypanosomiasis
T14592	hsa05161	Hepatitis B
T14592	hsa05162	Measles
T14592	hsa05164	Influenza A
T14592	hsa05168	Herpes simplex infection
T14592	hsa05200	Pathways in cancer
T14592	hsa05205	Proteoglycans in cancer
T14592	hsa05320	Autoimmune thyroid disease
T14592	hsa05330	Allograft rejection
T14592	hsa05332	Graft-versus-host disease
T14731	hsa04068	FoxO signaling pathway
T14731	hsa04152	AMPK signaling pathway
T14731	hsa04922	Glucagon signaling pathway
T14731	hsa05031	Amphetamine addiction
T14731	hsa05206	MicroRNAs in cancer
T14755	hsa04060	Cytokine-cytokine receptor interaction
T14755	hsa04064	NF-kappa B signaling pathway
T14755	hsa04514	Cell adhesion molecules (CAMs)
T14755	hsa04660	T cell receptor signaling pathway
T14755	hsa04672	Intestinal immune network for IgA production
T14755	hsa05144	Malaria
T14755	hsa05145	Toxoplasmosis
T14755	hsa05310	Asthma
T14755	hsa05320	Autoimmune thyroid disease
T14755	hsa05322	Systemic lupus erythematosus
T14755	hsa05330	Allograft rejection
T14755	hsa05340	Primary immunodeficiency
T14755	hsa05416	Viral myocarditis
T14834	hsa00564	Glycerophospholipid metabolism
T14834	hsa00565	Ether lipid metabolism
T14834	hsa00590	Arachidonic acid metabolism
T14834	hsa00591	Linoleic acid metabolism
T14834	hsa00592	alpha-Linolenic acid metabolism
T14834	hsa01100	Metabolic pathways
T14834	hsa04010	MAPK signaling pathway
T14834	hsa04014	Ras signaling pathway
T14834	hsa04270	Vascular smooth muscle contraction
T14834	hsa04370	VEGF signaling pathway
T14834	hsa04611	Platelet activation
T14834	hsa04664	Fc epsilon RI signaling pathway
T14834	hsa04666	Fc gamma R-mediated phagocytosis
T14834	hsa04724	Glutamatergic synapse
T14834	hsa04726	Serotonergic synapse
T14834	hsa04730	Long-term depression
T14834	hsa04750	Inflammatory mediator regulation of TRP channels
T14834	hsa04912	GnRH signaling pathway
T14834	hsa04913	Ovarian steroidogenesis
T14834	hsa04921	Oxytocin signaling pathway
T14834	hsa05231	Choline metabolism in cancer
T14912	hsa04151	PI3K-Akt signaling pathway
T14912	hsa05206	MicroRNAs in cancer
T15068	hsa04012	ErbB signaling pathway
T15068	hsa04062	Chemokine signaling pathway
T15068	hsa04151	PI3K-Akt signaling pathway
T15068	hsa04360	Axon guidance
T15068	hsa04370	VEGF signaling pathway
T15068	hsa04510	Focal adhesion
T15068	hsa04670	Leukocyte transendothelial migration
T15068	hsa04810	Regulation of actin cytoskeleton
T15068	hsa05100	Bacterial invasion of epithelial cells
T15068	hsa05146	Amoebiasis
T15068	hsa05200	Pathways in cancer
T15068	hsa05202	Transcriptional misregulation in cancer
T15068	hsa05205	Proteoglycans in cancer
T15068	hsa05222	Small cell lung cancer
T15167	hsa04151	PI3K-Akt signaling pathway
T15167	hsa04510	Focal adhesion
T15167	hsa04512	ECM-receptor interaction
T15167	hsa04611	Platelet activation
T15167	hsa04974	Protein digestion and absorption
T15167	hsa05146	Amoebiasis
T15344	hsa04060	Cytokine-cytokine receptor interaction
T15377	hsa04020	Calcium signaling pathway
T15377	hsa04022	cGMP-PKG signaling pathway
T15377	hsa04024	cAMP signaling pathway
T15377	hsa04260	Cardiac muscle contraction
T15377	hsa04261	Adrenergic signaling in cardiomyocytes
T15377	hsa04919	Thyroid hormone signaling pathway
T15377	hsa04972	Pancreatic secretion
T15377	hsa05010	Alzheimer's disease
T15377	hsa05410	Hypertrophic cardiomyopathy (HCM)
T15377	hsa05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
T15377	hsa05414	Dilated cardiomyopathy
T15439	hsa04080	Neuroactive ligand-receptor interaction
T15439	hsa04610	Complement and coagulation cascades
T15439	hsa05150	Staphylococcus aureus infection
T15494	hsa04060	Cytokine-cytokine receptor interaction
T15494	hsa04080	Neuroactive ligand-receptor interaction
T15494	hsa04151	PI3K-Akt signaling pathway
T15494	hsa04630	Jak-STAT signaling pathway
T15497	hsa04020	Calcium signaling pathway
T15497	hsa04080	Neuroactive ligand-receptor interaction
