
TTD - Therapeutic Targets Database Full Data Download File
Title - Wiki pathway data for TTD reasearch targets only
Version 7.1.01 (2019.07.14)
Provided by IDRB   Lab of Innovative Drug Reasearch and Bioinformatics
                   College of Pharmaceutical Sciences
                   Zhejiang University
                   https://idrblab.org/
Provided by BIDD   BioInformatic and Drug Design Group
                   Department of Pharmacy
                   National Unviersity of Singapore
                   http://bidd.nus.edu.sg/
Any question about data provided here, please contact with:
Dr. Wang (lfwyx@zju.edu.cn) and Dr. Li (lifengcheng@zju.edu.cn)

--------------------------------------------------------------------------------------------------------

TTDID	Wiki pathway ID	Wiki pathway name
T04361	WP2656	TAK1 activates NFkB by phosphorylation and activation of IKKs complex
T04361	WP2637	Structural Pathway of Interleukin 1 (IL-1)
T04361	WP262	EBV LMP1 signaling
T04361	WP231	TNF alpha Signaling Pathway
T04361	WP23	B Cell Receptor Signaling Pathway
T04361	WP2112	IL17 signaling pathway
T04361	WP2036	TWEAK Signaling Pathway
T04361	WP2018	RANKL/RANK Signaling Pathway
T04361	WP195	IL-1 signaling pathway
T04361	WP1927	TCR signaling
T04361	WP1839	Interleukin-1 signaling
T04361	WP1449	Regulation of toll-like receptor signaling pathway
T04831	WP619	Type II interferon signaling (IFNG)
T04831	WP2771	Host Interactions with Influenza Factors
T04831	WP2377	Integrated Pancreatic Cancer Pathway
T04831	WP107	Translation Factors
T04945	WP707	DNA Damage Response
T04945	WP69	TCR Signaling Pathway
T04945	WP384	Apoptosis Modulation by HSP70
T04945	WP314	FAS pathway and Stress induction of HSP regulation
T04945	WP254	Apoptosis
T04945	WP2377	Integrated Pancreatic Cancer Pathway
T04945	WP236	Adipogenesis
T04945	WP2328	Allograft Rejection
T04945	WP2059	Alzheimers Disease
T04945	WP1814	Extrinsic Pathway for Apoptosis
T04945	WP1772	Apoptosis Modulation and Signaling
T04945	WP1530	miRNA Regulation of DNA Damage Response
T05034	WP534	Glycolysis and Gluconeogenesis
T05034	WP2693	Metabolism of amino acids and derivatives
T05034	WP1848	Metabolism of carbohydrates
T05034	WP106	Alanine and aspartate metabolism
T05722	WP702	Metapathway biotransformation
T05722	WP696	Benzo(a)pyrene metabolism
T06037	WP75	Toll-like receptor signaling pathway
T06037	WP710	DNA Damage Response (only ATM dependent)
T06037	WP69	TCR Signaling Pathway
T06037	WP560	TGF Beta Signaling Pathway
T06037	WP481	Insulin Signaling
T06037	WP437	EGF/EGFR Signaling Pathway
T06037	WP428	Wnt Signaling Pathway
T06037	WP399	Wnt Signaling Pathway and Pluripotency
T06037	WP366	TGF beta Signaling Pathway
T06037	WP363	Wnt Signaling Pathway Netpath
T06037	WP2643	Nanoparticle-mediated activation of receptor signaling
T06037	WP2637	Structural Pathway of Interleukin 1 (IL-1)
T06037	WP2593	JAK/STAT
T06037	WP2516	ATM Signaling Pathway
T06037	WP2380	BDNF signaling pathway
T06037	WP2377	Integrated Pancreatic Cancer Pathway
T06037	WP2374	Oncostatin M Signaling Pathway
T06037	WP2355	Corticotropin-releasing hormone
T06037	WP2324	AGE/RAGE pathway
T06037	WP231	TNF alpha Signaling Pathway
T06037	WP23	B Cell Receptor Signaling Pathway
T06037	WP2203	TSLP Signaling Pathway
T06037	WP2036	TWEAK Signaling Pathway
T06037	WP2018	RANKL/RANK Signaling Pathway
T06037	WP195	IL-1 signaling pathway
T06037	WP1449	Regulation of toll-like receptor signaling pathway
T06365	WP2693	Metabolism of amino acids and derivatives
T06365	WP106	Alanine and aspartate metabolism
T06559	WP673	ErbB Signaling Pathway
T06559	WP3297	EV release from cardiac cells and their functional effects
T07087	WP69	TCR Signaling Pathway
T07087	WP49	IL-2 Signaling Pathway
T07087	WP313	Signaling of Hepatocyte Growth Factor Receptor
T07087	WP2864	Apoptosis-related network due to altered Notch3 in ovarian cancer
T07087	WP2732	Interleukin-2 signaling
T07087	WP259	Nifedipine Activity
T07087	WP2380	BDNF signaling pathway
T07087	WP2374	Oncostatin M Signaling Pathway
T07087	WP2263	Prostate Cancer
T07087	WP205	IL-7 Signaling Pathway
T07087	WP1909	Signal regulatory protein (SIRP) family interactions
T08074	WP722	Serotonin HTR1 Group and FOS Pathway
T08074	WP69	TCR Signaling Pathway
T08074	WP481	Insulin Signaling
T08074	WP437	EGF/EGFR Signaling Pathway
T08074	WP2795	Cardiac Hypertrophic Response
T08074	WP2759	Fc epsilon receptor (FCERI) signaling
T08074	WP2754	Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell
T08074	WP2677	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)
T08074	WP2653	PIP3 activates AKT signaling
T08074	WP2380	BDNF signaling pathway
T08074	WP2332	Interleukin-11 Signaling Pathway
T08074	WP23	B Cell Receptor Signaling Pathway
T08074	WP2261	Signaling Pathways in Glioblastoma
T08074	WP2032	TSH signaling pathway
T08074	WP1927	TCR signaling
T08074	WP1913	Signaling by Insulin receptor
T08074	WP185	Integrin-mediated Cell Adhesion
T08074	WP1826	GPVI-mediated activation cascade
T08074	WP1824	GPCR downstream signaling
T08074	WP1799	Costimulation by the CD28 family
T08074	WP1544	MicroRNAs in cardiomyocyte hypertrophy
T08298	WP623	Oxidative phosphorylation
T08298	WP2718	Signaling by NOTCH2
T08298	WP254	Apoptosis
T08298	WP2328	Allograft Rejection
T08298	WP1841	Intrinsic Pathway for Apoptosis
T08813	WP706	SIDS Susceptibility Pathways
T08813	WP536	Calcium Regulation in the Cardiac Cell
T08813	WP35	G Protein Signaling Pathways
T08813	WP289	Myometrial Relaxation and Contraction Pathways
T08813	WP2857	Mesodermal Commitment Pathway
T08813	WP2688	DAG and IP3 signaling
T08813	WP2662	Regulation of Water Balance by Renal Aquaporins
T08813	WP2012	miRs in Muscle Cell Differentiation
T08813	WP1978	Opioid Signalling
T08813	WP1831	Integration of energy metabolism
T08813	WP1815	Factors involved in megakaryocyte development and platelet production
T09130	WP58	Monoamine GPCRs
T09130	WP536	Calcium Regulation in the Cardiac Cell
T09130	WP51	Regulation of Actin Cytoskeleton
T09130	WP455	GPCRs, Class A Rhodopsin-like
T09130	WP2664	Gastrin-CREB signalling pathway via PKC and MAPK
T09130	WP2597	Secretion of Hydrochloric Acid in Parietal Cells
T09130	WP1825	GPCR ligand binding
T09130	WP1824	GPCR downstream signaling
T09672	WP2858	Ectoderm Differentiation
T09672	WP1772	Apoptosis Modulation and Signaling
T09694	WP2728	Incretin Synthesis, Secretion, and Inactivation
T09694	WP2664	Gastrin-CREB signalling pathway via PKC and MAPK
T09694	WP1926	Synthesis, Secretion, and Deacylation of Ghrelin
T09694	WP1831	Integration of energy metabolism
T09694	WP1825	GPCR ligand binding
T09694	WP1824	GPCR downstream signaling
T09935	WP673	ErbB Signaling Pathway
T09935	WP481	Insulin Signaling
T09935	WP437	EGF/EGFR Signaling Pathway
T09935	WP3286	Copper homeostasis
T09935	WP2876	Pregnane X Receptor pathway
T09935	WP2853	Endoderm Differentiation
T09935	WP236	Adipogenesis
T09935	WP2324	AGE/RAGE pathway
T09935	WP23	B Cell Receptor Signaling Pathway
T09935	WP2261	Signaling Pathways in Glioblastoma
T09935	WP2035	FSH signaling pathway
T09935	WP2034	Leptin signaling pathway
T09935	WP1984	Integrated Breast Cancer Pathway
T09935	WP1897	Regulation of beta-cell development
T09935	WP138	Androgen receptor signaling pathway
T10052	WP707	DNA Damage Response
T10052	WP53	ID signaling pathway
T10052	WP45	G1 to S cell cycle control
T10052	WP2446	Retinoblastoma (RB) in Cancer
T10052	WP2377	Integrated Pancreatic Cancer Pathway
T10052	WP2371	Parkinsons Disease Pathway
T10052	WP2359	Parkin-Ubiquitin Proteasomal System pathway
T10052	WP2261	Signaling Pathways in Glioblastoma
T10052	WP2032	TSH signaling pathway
T10052	WP1858	Mitotic G1-G1/S phases
T10052	WP179	Cell Cycle
T10052	WP1545	miRNAs involved in DNA damage response
T10052	WP1530	miRNA Regulation of DNA Damage Response
T10052	WP138	Androgen receptor signaling pathway
T10091	WP455	GPCRs, Class A Rhodopsin-like
T10091	WP2776	Visual phototransduction
T10091	WP2038	Regulation of Microtubule Cytoskeleton
T10091	WP1984	Integrated Breast Cancer Pathway
T10091	WP185	Integrin-mediated Cell Adhesion
T10252	WP706	SIDS Susceptibility Pathways
T10252	WP615	Senescence and Autophagy in Cancer
T10252	WP410	Diurnally Regulated Genes with Circadian Orthologs
T10252	WP395	IL-4 Signaling Pathway
T10252	WP34	Ovarian Infertility Genes
T10252	WP3	Transcriptional activation by NRF2
T10252	WP2895	Differentiation of white and brown adipocyte   
T10252	WP2751	Transcriptional Regulation of White Adipocyte Differentiation
T10252	WP2374	Oncostatin M Signaling Pathway
T10252	WP236	Adipogenesis
T10252	WP2112	IL17 signaling pathway
T10252	WP2005	miR-targeted genes in muscle cell - TarBase
T10252	WP2004	miR-targeted genes in lymphocytes - TarBase
T10252	WP2003	miR-targeted genes in leukocytes - TarBase
T10252	WP2002	miR-targeted genes in epithelium - TarBase
T10252	WP2001	miR-targeted genes in adipocytes - TarBase
T10252	WP1589	Folate-Alcohol and Cancer Pathway
T10937	WP710	DNA Damage Response (only ATM dependent)
T10937	WP707	DNA Damage Response
T10937	WP615	Senescence and Autophagy in Cancer
T10937	WP465	Tryptophan metabolism
T10937	WP45	G1 to S cell cycle control
T10937	WP3286	Copper homeostasis
T10937	WP2828	Bladder Cancer
T10937	WP2754	Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell
T10937	WP2653	PIP3 activates AKT signaling
T10937	WP254	Apoptosis
T10937	WP2516	ATM Signaling Pathway
T10937	WP2446	Retinoblastoma (RB) in Cancer
T10937	WP2377	Integrated Pancreatic Cancer Pathway
T10937	WP2263	Prostate Cancer
T10937	WP2261	Signaling Pathways in Glioblastoma
T10937	WP1984	Integrated Breast Cancer Pathway
T10937	WP1971	Integrated Cancer pathway
T10937	WP179	Cell Cycle
T10937	WP1775	Cell Cycle Checkpoints
T10937	WP1742	TP53 Network
T10937	WP1530	miRNA Regulation of DNA Damage Response
T10937	WP138	Androgen receptor signaling pathway
T11241	WP26	Signal Transduction of S1P Receptor
T11241	WP247	Small Ligand GPCRs
T11241	WP1825	GPCR ligand binding
T11241	WP1824	GPCR downstream signaling
T11453	WP2728	Incretin Synthesis, Secretion, and Inactivation
T11453	WP1825	GPCR ligand binding
T11453	WP1824	GPCR downstream signaling
T11747	WP481	Insulin Signaling
T11747	WP437	EGF/EGFR Signaling Pathway
T11747	WP422	MAPK Cascade
T11747	WP2637	Structural Pathway of Interleukin 1 (IL-1)
T11747	WP262	EBV LMP1 signaling
T11747	WP231	TNF alpha Signaling Pathway
T11747	WP195	IL-1 signaling pathway
T11747	WP1839	Interleukin-1 signaling
T12052	WP411	mRNA Processing
T12052	WP2683	Influenza Life Cycle
T12052	WP1889	Processing of Capped Intron-Containing Pre-mRNA
T12627	WP78	TCA Cycle
T12627	WP2766	The citric acid (TCA) cycle and respiratory electron transport
T12817	WP410	Diurnally Regulated Genes with Circadian Orthologs
T12817	WP382	MAPK Signaling Pathway
T12817	WP2733	Regulation of mRNA Stability by Proteins that Bind AU-rich Elements
T12817	WP2685	GABA synthesis, release, reuptake and degradation
T12817	WP2359	Parkin-Ubiquitin Proteasomal System pathway
T12817	WP1846	Membrane Trafficking
T12817	WP1843	L1CAM interactions
T12837	WP2797	Regulation of Lipid Metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)
T12837	WP2751	Transcriptional Regulation of White Adipocyte Differentiation
T12837	WP2738	YAP1- and WWTR1 (TAZ)-stimulated gene expression
T12837	WP2706	Activation of Gene Expression by SREBP (SREBF)
T12837	WP1797	Circadian Clock
T12837	WP138	Androgen receptor signaling pathway
T13086	WP2431	Spinal Cord Injury
T13086	WP1868	Netrin-1 signaling
T13086	WP1808	DSCAM interactions
T13453	WP455	GPCRs, Class A Rhodopsin-like
T13453	WP24	Peptide GPCRs
T13453	WP1825	GPCR ligand binding
T13453	WP1824	GPCR downstream signaling
T13616	WP405	Eukaryotic Transcription Initiation
T13616	WP306	Focal Adhesion
T13616	WP2572	Primary Focal Segmental Glomerulosclerosis FSGS
T13616	WP185	Integrin-mediated Cell Adhesion
T13616	WP1793	Cell junction organization
T13795	WP2754	Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell
T14231	WP2840	Hair Follicle Development: Cytodifferentiation (Part 3 of 3)
T14945	WP2757	Mitotic Metaphase and Anaphase
T14945	WP2679	MHC class II antigen presentation
T14945	WP2652	Mitotic Prometaphase
T14945	WP1842	Kinesins
T15514	WP2857	Mesodermal Commitment Pathway
T15514	WP2377	Integrated Pancreatic Cancer Pathway
T15514	WP170	Nuclear Receptors
T15514	WP1403	AMPK Signaling
T15797	WP2369	Histone Modifications
T15851	WP1851	Metabolism of nucleotides
T15851	WP1601	Fluoropyrimidine Activity
T16650	WP2749	Metabolism of steroid hormones and vitamin D
T16650	WP2693	Metabolism of amino acids and derivatives
T16650	WP2691	Peptide hormone biosynthesis
T16650	WP2035	FSH signaling pathway
T16650	WP2032	TSH signaling pathway
T16650	WP1981	Thyroxine (Thyroid Hormone) Production
T16650	WP1825	GPCR ligand binding
T16650	WP1824	GPCR downstream signaling
T16731	WP2700	Latent infection of Homo sapiens with Mycobacterium tuberculosis
T16731	WP2670	Iron uptake and transport
T16731	WP1913	Signaling by Insulin receptor
T16902	WP2882	Nuclear Receptors Meta-Pathway
T16902	WP2738	YAP1- and WWTR1 (TAZ)-stimulated gene expression
T16902	WP268	Notch Signaling Pathway
T16902	WP1905	RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription
T16902	WP138	Androgen receptor signaling pathway
T17143	WP481	Insulin Signaling
T17143	WP437	EGF/EGFR Signaling Pathway
T17143	WP382	MAPK Signaling Pathway
T17143	WP306	Focal Adhesion
T17143	WP2795	Cardiac Hypertrophic Response
T17143	WP2380	BDNF signaling pathway
T17143	WP2261	Signaling Pathways in Glioblastoma
T17143	WP1873	NGF signalling via TRKA from the plasma membrane
T17143	WP185	Integrin-mediated Cell Adhesion
T17143	WP1544	MicroRNAs in cardiomyocyte hypertrophy
T17367	WP615	Senescence and Autophagy in Cancer
T17367	WP2884	NRF2 pathway
T17367	WP2882	Nuclear Receptors Meta-Pathway
T17367	WP2864	Apoptosis-related network due to altered Notch3 in ovarian cancer
T17367	WP2380	BDNF signaling pathway
T17367	WP2018	RANKL/RANK Signaling Pathway
T17367	WP1976	Signalling by NGF
T17367	WP195	IL-1 signaling pathway
T17367	WP1839	Interleukin-1 signaling
T17367	WP1449	Regulation of toll-like receptor signaling pathway
T18390	WP2714	Signaling by Hippo
T19011	WP727	Monoamine Transport
T19011	WP707	DNA Damage Response
T19011	WP2516	ATM Signaling Pathway
T19011	WP2377	Integrated Pancreatic Cancer Pathway
T19011	WP1859	Mitotic G2-G2/M phases
T19011	WP179	Cell Cycle
T19011	WP1775	Cell Cycle Checkpoints
T19011	WP1530	miRNA Regulation of DNA Damage Response
T19923	WP364	IL-6 signaling pathway
T19923	WP286	IL-3 Signaling Pathway
T19923	WP2763	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways
T19923	WP254	Apoptosis
T19923	WP2447	Amyotrophic lateral sclerosis (ALS)
T19923	WP231	TNF alpha Signaling Pathway
T19923	WP205	IL-7 Signaling Pathway
T19923	WP2034	Leptin signaling pathway
T19923	WP1841	Intrinsic Pathway for Apoptosis
T19923	WP1772	Apoptosis Modulation and Signaling
T20669	WP706	SIDS Susceptibility Pathways
T20669	WP666	Hypothetical Network for Drug Addiction
T20669	WP536	Calcium Regulation in the Cardiac Cell
T20669	WP474	Endochondral Ossification
T20669	WP382	MAPK Signaling Pathway
T20669	WP35	G Protein Signaling Pathways
T20669	WP289	Myometrial Relaxation and Contraction Pathways
T20669	WP286	IL-3 Signaling Pathway
T20669	WP2857	Mesodermal Commitment Pathway
T20669	WP2806	Human Complement System
T20669	WP2688	DAG and IP3 signaling
T20669	WP2662	Regulation of Water Balance by Renal Aquaporins
T20669	WP2436	Dopamine metabolism
T20669	WP2038	Regulation of Microtubule Cytoskeleton
T20669	WP2035	FSH signaling pathway
T20669	WP2012	miRs in Muscle Cell Differentiation
T20669	WP1982	SREBP signalling
T20669	WP1978	Opioid Signalling
T20669	WP1859	Mitotic G2-G2/M phases
T20669	WP1831	Integration of energy metabolism
T20669	WP1815	Factors involved in megakaryocyte development and platelet production
T20669	WP1602	Nicotine Activity on Dopaminergic Neurons
T20710	WP49	IL-2 Signaling Pathway
T20710	WP453	Inflammatory Response Pathway
T20710	WP2732	Interleukin-2 signaling
T20710	WP2328	Allograft Rejection
T20710	WP2203	TSLP Signaling Pathway
T20710	WP205	IL-7 Signaling Pathway
T20710	WP1840	Interleukin-3, 5 and GM-CSF signaling
T20975	WP706	SIDS Susceptibility Pathways
T20975	WP2664	Gastrin-CREB signalling pathway via PKC and MAPK
T20975	WP2662	Regulation of Water Balance by Renal Aquaporins
T20975	WP1825	GPCR ligand binding
T20975	WP1824	GPCR downstream signaling
T20975	WP1797	Circadian Clock
T23000	WP615	Senescence and Autophagy in Cancer
T23000	WP51	Regulation of Actin Cytoskeleton
T23000	WP1784	Apoptotic execution  phase
T23003	WP75	Toll-like receptor signaling pathway
T23003	WP734	Serotonin Receptor 4/6/7 and NR3C Signaling
T23003	WP732	Serotonin Receptor 2 and ELK-SRF/GATA4 signaling
T23003	WP722	Serotonin HTR1 Group and FOS Pathway
T23003	WP69	TCR Signaling Pathway
T23003	WP673	ErbB Signaling Pathway
T23003	WP666	Hypothetical Network for Drug Addiction
T23003	WP615	Senescence and Autophagy in Cancer
T23003	WP581	EPO Receptor Signaling
T23003	WP51	Regulation of Actin Cytoskeleton
T23003	WP49	IL-2 Signaling Pathway
T23003	WP481	Insulin Signaling
T23003	WP437	EGF/EGFR Signaling Pathway
T23003	WP422	MAPK Cascade
T23003	WP382	MAPK Signaling Pathway
T23003	WP366	TGF beta Signaling Pathway
T23003	WP364	IL-6 signaling pathway
T23003	WP313	Signaling of Hepatocyte Growth Factor Receptor
T23003	WP304	Kit receptor signaling pathway
T23003	WP286	IL-3 Signaling Pathway
T23003	WP2828	Bladder Cancer
T23003	WP2795	Cardiac Hypertrophic Response
T23003	WP2792	MAP kinase activation in TLR cascade
T23003	WP2735	RAF/MAP kinase cascade
T23003	WP2643	Nanoparticle-mediated activation of receptor signaling
T23003	WP2637	Structural Pathway of Interleukin 1 (IL-1)
T23003	WP2636	Genes and (Common) Pathways Underlying Drug Addiction
T23003	WP259	Nifedipine Activity
T23003	WP2526	PDGF Pathway
T23003	WP2380	BDNF signaling pathway
T23003	WP2377	Integrated Pancreatic Cancer Pathway
T23003	WP2374	Oncostatin M Signaling Pathway
T23003	WP2355	Corticotropin-releasing hormone
T23003	WP2332	Interleukin-11 Signaling Pathway
T23003	WP2324	AGE/RAGE pathway
T23003	WP23	B Cell Receptor Signaling Pathway
T23003	WP2263	Prostate Cancer
T23003	WP2261	Signaling Pathways in Glioblastoma
T23003	WP2203	TSLP Signaling Pathway
T23003	WP22	IL-9 Signaling Pathway
T23003	WP2197	Endothelin Pathways
T23003	WP205	IL-7 Signaling Pathway
T23003	WP2034	Leptin signaling pathway
T23003	WP2018	RANKL/RANK Signaling Pathway
T23003	WP195	IL-1 signaling pathway
T23003	WP1911	Signaling by FGFR
T23003	WP185	Integrin-mediated Cell Adhesion
T23003	WP1843	L1CAM interactions
T23003	WP1544	MicroRNAs in cardiomyocyte hypertrophy
T23003	WP1449	Regulation of toll-like receptor signaling pathway
T23003	WP1434	Osteopontin Signaling
T23003	WP127	IL-5 Signaling Pathway
T24548	WP2197	Endothelin Pathways
T24548	WP1851	Metabolism of nucleotides
T24800	WP2018	RANKL/RANK Signaling Pathway
T24800	WP12	Osteoclast Signaling
T25386	WP411	mRNA Processing
T25386	WP2943	Hypoxia-mediated EMT and Stemness
T25386	WP2805	RNA interference
T25386	WP2338	miRNA Biogenesis
T25386	WP1901	Regulatory RNA pathways
T25861	WP1885	Platelet homeostasis
T25861	WP1868	Netrin-1 signaling
T25861	WP1824	GPCR downstream signaling
T25861	WP1809	Effects of PIP2 hydrolysis
T25927	WP384	Apoptosis Modulation by HSP70
T25927	WP314	FAS pathway and Stress induction of HSP regulation
T25927	WP254	Apoptosis
T25927	WP2371	Parkinsons Disease Pathway
T25927	WP1784	Apoptotic execution  phase
T25927	WP1772	Apoptosis Modulation and Signaling
T26073	WP455	GPCRs, Class A Rhodopsin-like
T26617	WP1848	Metabolism of carbohydrates
T26774	WP710	DNA Damage Response (only ATM dependent)
T26774	WP437	EGF/EGFR Signaling Pathway
T26774	WP2882	Nuclear Receptors Meta-Pathway
T26774	WP2876	Pregnane X Receptor pathway
T26774	WP2797	Regulation of Lipid Metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)
T26774	WP2751	Transcriptional Regulation of White Adipocyte Differentiation
T26774	WP2005	miR-targeted genes in muscle cell - TarBase
T26774	WP2004	miR-targeted genes in lymphocytes - TarBase
T26774	WP1984	Integrated Breast Cancer Pathway
T26774	WP138	Androgen receptor signaling pathway
T27297	WP69	TCR Signaling Pathway
T27297	WP673	ErbB Signaling Pathway
T27297	WP585	Interferon type I signaling pathways
T27297	WP51	Regulation of Actin Cytoskeleton
T27297	WP481	Insulin Signaling
T27297	WP437	EGF/EGFR Signaling Pathway
T27297	WP382	MAPK Signaling Pathway
T27297	WP313	Signaling of Hepatocyte Growth Factor Receptor
T27297	WP306	Focal Adhesion
T27297	WP304	Kit receptor signaling pathway
T27297	WP2719	Fcgamma receptor (FCGR) dependent phagocytosis
T27297	WP2377	Integrated Pancreatic Cancer Pathway
T27297	WP23	B Cell Receptor Signaling Pathway
T27297	WP2263	Prostate Cancer
T27297	WP1916	Signaling by PDGF
T27297	WP1913	Signaling by Insulin receptor
T27297	WP1873	NGF signalling via TRKA from the plasma membrane
T27297	WP185	Integrin-mediated Cell Adhesion
T27297	WP1840	Interleukin-3, 5 and GM-CSF signaling
T27297	WP1832	Integrin alphaIIb beta3 signaling
T27954	WP2118	Arrhythmogenic Right Ventricular Cardiomyopathy
T28132	WP2118	Arrhythmogenic Right Ventricular Cardiomyopathy
T28132	WP1831	Integration of energy metabolism
T28343	WP45	G1 to S cell cycle control
T28343	WP2786	Pre-NOTCH Expression and Processing
T28343	WP2446	Retinoblastoma (RB) in Cancer
T28343	WP23	B Cell Receptor Signaling Pathway
T28343	WP2249	Metastatic brain tumor
T28343	WP2006	miR-targeted genes in squamous cell - TarBase
T28343	WP2005	miR-targeted genes in muscle cell - TarBase
T28343	WP2004	miR-targeted genes in lymphocytes - TarBase
T28343	WP1859	Mitotic G2-G2/M phases
T28343	WP1858	Mitotic G1-G1/S phases
T28343	WP179	Cell Cycle
T28705	WP75	Toll-like receptor signaling pathway
T28705	WP707	DNA Damage Response
T28705	WP384	Apoptosis Modulation by HSP70
T28705	WP314	FAS pathway and Stress induction of HSP regulation
T28705	WP2752	MyD88-independent cascade 
T28705	WP254	Apoptosis
T28705	WP2513	Nanoparticle triggered regulated necrosis
T28705	WP2377	Integrated Pancreatic Cancer Pathway
T28705	WP2359	Parkin-Ubiquitin Proteasomal System pathway
T28705	WP2328	Allograft Rejection
T28705	WP2324	AGE/RAGE pathway
T28705	WP231	TNF alpha Signaling Pathway
T28705	WP2263	Prostate Cancer
T28705	WP2059	Alzheimers Disease
T28705	WP2036	TWEAK Signaling Pathway
T28705	WP1984	Integrated Breast Cancer Pathway
T28705	WP1971	Integrated Cancer pathway
T28705	WP1904	RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways
T28705	WP1841	Intrinsic Pathway for Apoptosis
T28705	WP1814	Extrinsic Pathway for Apoptosis
T28705	WP1784	Apoptotic execution  phase
T28705	WP1772	Apoptosis Modulation and Signaling
T28705	WP1530	miRNA Regulation of DNA Damage Response
T28705	WP1449	Regulation of toll-like receptor signaling pathway
T28705	WP1433	NOD pathway
T28729	WP707	DNA Damage Response
T28729	WP615	Senescence and Autophagy in Cancer
T28729	WP45	G1 to S cell cycle control
T28729	WP437	EGF/EGFR Signaling Pathway
T28729	WP2828	Bladder Cancer
T28729	WP2815	Mammary gland development pathway - Involution (Stage 4 of 4)
T28729	WP2786	Pre-NOTCH Expression and Processing
T28729	WP2586	Aryl Hydrocarbon Receptor
T28729	WP2446	Retinoblastoma (RB) in Cancer
T28729	WP2431	Spinal Cord Injury
T28729	WP2377	Integrated Pancreatic Cancer Pathway
T28729	WP236	Adipogenesis
T28729	WP2263	Prostate Cancer
T28729	WP2261	Signaling Pathways in Glioblastoma
T28729	WP2032	TSH signaling pathway
T28729	WP2005	miR-targeted genes in muscle cell - TarBase
T28729	WP2004	miR-targeted genes in lymphocytes - TarBase
T28729	WP2002	miR-targeted genes in epithelium - TarBase
T28729	WP1984	Integrated Breast Cancer Pathway
T28729	WP1971	Integrated Cancer pathway
T28729	WP1859	Mitotic G2-G2/M phases
T28729	WP1858	Mitotic G1-G1/S phases
T28729	WP1841	Intrinsic Pathway for Apoptosis
T28729	WP179	Cell Cycle
T28729	WP1545	miRNAs involved in DNA damage response
T28729	WP1530	miRNA Regulation of DNA Damage Response
